,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q25a,q26a,q25b,q26b,q27a,q28a,q27b,q28b,q39,q40_1_1,q40_2_1,q40_3_1,q40_4_1,q40_5_1,q40_6_1,q40_7_1,q40_8_1,q40_9_1,q40_10_1,qdobbs,q29,q30,q31,q32,q33,q34,q35,q36,pid3,pid7,pid7others,q37,q38,q41,q42_1,q42_2,q42_3,q42_4,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53_1,q53_2,q53_3,q53_4,q53_5,q54,q55,q56,q57,newsint,cablenews,ideo3,ideo5,votereg,votereg2,turnout22post,housevote22,votemethod22,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,hispanic,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,weight,affactionprivate_per,affactionprivate_court,affactionpublic_per,affactionpublic_court,fedelections_per,fedelections_court,gaydiscrim_per,gaydiscrim_court,gerrymandering_per,gerrymandering_court,cleanwater_per,cleanwater_court,commerce_per,commerce_court,copyright_per,copyright_court,algorithm_per,algorithm_court,socialmedia_per,socialmedia_court,studentloans_per,studentloans_court,unions_per,unions_court,native_per,native_court,religion_per,religion_court,case_recall,case_remembered_1,case_remembered_2,case_remembered_3,case_remembered_4,case_remembered_5,case_remembered_6,case_remembered_7,case_remembered_8,case_remembered_9,case_remembered_10,dobbs,contraception_per,contraception_court,sodomy_per,sodomy_court,gaymarriage_per,gaymarriage_court,interracial_per,interracial_court,pid3_recoded,pid7_recoded,leaders_mention,leaders_important,court_reputation,leaders_criticize,justices_interpret,justices_education,justices_agree,justices_sameparty,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,approval,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_personal,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,ideal,ideal_sotomayor,ideal_kagan,ideal_jackson,ideal_roberts,ideal_kavanaugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,affactionprivate_scotus,affactionpublic_scotus,fedelections_scotus,gaydiscrim_scotus,gerrymandering_scotus,cleanwater_scotus,commerce_scotus,copyright_scotus,algorithm_scotus,socialmedia_scotus,studentloans_scotus,unions_scotus,native_scotus,religion_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_jackson,idealg_roberts,idealg_kavanaugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
11,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,1,1,2,2,1,2,1,1,.,2,2,No,2,3,2,3,2,3,2,1,2,4,2,8,2,2,2,3,2,1,3,84,50,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1988,34,2,2,2,2,5,3,1,1,12,3,3,2,3,5,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,06:40.3,19:07.1,19:00.3,0.904881656,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,1,1,1,1,2,2,1,2,1,1,2,2,No,2,2,3,2,3,2,1,2,1,1,0,4,1,2,1,8,0,4,3,2,2,2,3,1,3,2,84,50,2,3,2,1,2,-0.176563887,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.26416525,-0.101274363,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
12,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,4,.,.,.,To uphold the constitution,2,3,2,5,.,2,2,1,2,4,1,5,2,3,5,5,3,2,4,50,49,3,2,3,5,2,3,1,1,1,2,2,1,2,1,1979,43,2,1,1,2,5,3,5,2,34,1,2,2,1,6,2,2,2,2,2,1,2,2,1,2,2,5,2,4,2,1,05:10.9,19:34.3,19:31.1,0.704425812,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,4,.,.,To uphold the constitution,.,2,3,2,5,2,1,2,1,1,0,4,1,1,0,5,0,3,2,2,3,3,4,2,5,5,50,49,3,2,3,2,3,0.20387541,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.152454893,0.152100781,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
13,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,1,Roe vs wade,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,.,3,2,Too conservative,1,3,1,5,2,2,2,2,2,4,2,5,1,4,3,3,4,2,2,39,79,3,2,1,5,1,2,1,1,1,1,3,1,1,2,1955,67,4,1,1,2,5,3,1,2,53,4,2,1,5,11,3,2,2,2,1,2,2,2,1,1,2,5,2,6,2,2,07:30.3,20:10.0,20:09.3,0.963267744,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,Roe vs wade,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,3,2,Too conservative,2,1,3,1,5,2,1,2,1,2,1,4,1,2,1,5,0,5,2,1,4,4,2,2,3,3,39,79,3,2,1,1,2,-0.413397198,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.425535225,-0.415655425,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
14,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,1,Roe Vs. Wade,Engle Vs. Vitel,Marburry Vs. Madison,Dred Scott,Dobbs,Bush Vs. Gore,,,,,1,2,2,2,2,1,2,2,2,2,6,.,3,4,"Better than other governmental offices like Congress and the Presidency, but damaged after the Dobbs leak.",1,5,1,5,3,1,2,2,2,4,2,5,5,2,5,5,5,4,1,71,54,5,5,1,5,3,4,1,1,1,3,2,1,1,1,1979,44,2,1,1,2,6,4,1,1,47,3,2,1,1,11,3,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,06:19.5,20:16.6,20:12.8,1.697541237,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,Roe Vs. Wade,Engle Vs. Vitel,Marburry Vs. Madison,Dred Scott,Dobbs,Bush Vs. Gore,,,,,1,2,2,2,2,1,2,2,2,2,6,3,4,"Better than other governmental offices like Congress and the Presidency, but damaged after the Dobbs leak.",3,1,5,1,5,2,1,2,1,2,1,4,1,2,1,5,0,5,1,5,2,5,1,4,5,5,71,54,5,5,1,3,4,0.688766028,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.754378737,0.619030244,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
15,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,marbury vs madison,brown vs Board of Education,Obergefell,Roe Vs Wade,,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,2,1,Since the Dobbs decision reversing Roe the Court is a bunch of Taliban religious activists.,1,1,1,1,1,2,2,2,2,4,2,6,2,5,4,1,5,1,5,0,100,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1964,58,3,1,3,1,5,3,5,2,12,3,1,2,6,7,2,2,2,2,1,2,2,2,1,1,4,6,2,7,10,1,01:42.0,20:34.0,20:29.4,0.4962506,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,marbury vs madison,brown vs Board of Education,Obergefell,Roe Vs Wade,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,1,Since the Dobbs decision reversing Roe the Court is a bunch of Taliban religious activists.,1,1,1,1,1,2,1,2,1,2,1,4,1,2,1,6,1,6,2,2,5,5,5,1,1,4,0,100,1,1,1,1,1,-2.275791715,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-2.248169606,-0.688396154,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
16,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,1,1,1,1,2,2,1,1,.,4,2,They uphold a very high and respectful position,4,4,4,5,4,5,3,2,1,4,3,6,3,2,2,4,2,2,2,50,50,2,2,3,1,2,3,1,1,1,1,2,1,2,2,1994,28,1,2,2,2,5,3,5,2,12,3,1,2,.,12,3,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,04:32.3,20:51.4,20:51.3,0.506199539,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,1,1,1,1,2,2,1,1,4,2,They uphold a very high and respectful position,4,4,4,4,5,1,0,3,0,2,1,4,1,3,0,6,1,3,5,3,2,2,2,2,4,2,50,50,2,2,3,2,3,0.419843335,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.377810143,0.362137008,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
17,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,2,1,Roe v wade,,,,,,,,,,2,2,1,2,1,2,1,2,1,3,4,.,.,.,Trash,2,3,2,3,.,2,2,2,2,4,2,5,1,5,3,5,4,1,2,50,100,2,4,2,5,2,3,1,1,1,6,3,1,1,1,1977,46,3,4,4,2,5,3,5,2,6,4,2,2,1,7,2,2,2,2,2,1,2,2,1,2,4,6,2,7,11,2,05:18.4,21:19.8,21:15.2,0.91607815,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,Roe v wade,,,,,,,,,,2,2,1,2,1,2,1,2,1,3,4,.,.,Trash,.,2,3,2,3,2,1,2,1,2,1,4,1,2,1,5,0,5,2,1,5,4,2,1,5,3,50,100,2,4,2,2,3,-1.333330056,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.389084125,1.913382549,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
18,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,1,1,2,2,2,7,.,3,1,I think the court has been threatened and has caused its rulings to be tainted by fear. The fact that the decision on overturning Roe v Wade was leaked shows that radical people have infiltrated the court.,1,5,1,1,4,1,2,2,2,4,2,5,1,2,5,5,5,2,1,78,70,1,2,1,4,3,5,1,1,1,2,2,1,2,2,1954,68,4,7,4,2,6,4,1,2,1,3,2,1,5,5,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,05:19.4,21:35.3,21:34.6,1.117072701,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,1,2,2,2,2,1,1,2,2,2,7,3,1,I think the court has been threatened and has caused its rulings to be tainted by fear. The fact that the decision on overturning Roe v Wade was leaked shows that radical people have infiltrated the court.,4,1,5,1,1,2,1,2,1,2,1,4,1,2,1,5,0,5,1,1,2,5,1,2,5,5,78,70,1,2,1,3,5,2.090531266,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2.027722566,2.003966936,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
19,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,Row vs wade,Dibs decision,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,.,1,2,It is horrid. Some members need to removed. They do not recuse themselves when they have conflicts. I do not believe they can make decisions fairly:,1,3,1,3,3,1,2,2,2,4,2,6,1,5,3,1,4,1,4,39,90,2,2,1,3,1,2,1,1,1,1,2,1,1,2,1950,72,4,1,1,2,5,3,5,2,34,1,4,1,2,5,1,2,2,2,1,2,2,2,1,1,3,5,2,6,5,1,06:04.6,22:17.4,22:16.8,0.920081377,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,Row vs wade,Dibs decision,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,2,It is horrid. Some members need to removed. They do not recuse themselves when they have conflicts. I do not believe they can make decisions fairly:,3,1,3,1,3,2,1,2,1,2,1,4,1,2,1,6,1,6,1,1,5,4,4,1,1,3,39,90,2,2,1,1,2,-0.077808153,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.139600461,0.173563849,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
20,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,5,8,8,.,.,idk,2,2,2,5,.,2,1,2,3,1,5,5,2,3,2,2,2,2,3,41,49,3,2,3,5,4,6,2,2,.,.,.,2,6,2,1977,45,3,1,1,2,3,2,1,1,42,1,2,1,1,97,4,2,2,2,1,2,2,2,1,2,2,5,2,3,2,2,06:26.9,22:45.0,22:44.4,0.850692749,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,3,8,.,.,idk,.,2,2,2,5,3,0,1,0,2,1,1,0,5,0,5,0,1,2,2,3,2,3,2,2,2,41,49,3,2,3,4,6,0.465243517,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.472347696,0.499541627,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
21,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,1,2,1,2,1,2,1,3,4,.,.,.,Not good,3,4,2,4,.,3,2,3,2,4,5,7,2,4,1,2,1,1,4,42,44,3,2,3,5,4,6,1,1,1,1,3,1,1,2,1964,58,3,1,1,2,2,1,1,2,51,3,2,1,7,3,1,2,2,2,1,2,2,2,1,2,2,4,2,1,12,2,02:13.7,23:08.3,23:03.2,0.875611067,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,1,2,1,2,1,2,1,3,4,.,.,Not good,.,3,4,2,4,2,1,2,1,3,0,4,1,5,0,7,0,3,3,2,4,1,4,1,2,1,42,44,3,2,3,4,6,-0.688129953,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.726306651,1.020419083,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
22,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,2,6,.,5,3,"that if anybody can get it right, they should be able to.",2,3,2,3,3,3,3,2,2,4,4,4,3,3,3,3,3,3,3,50,51,4,2,3,5,2,3,1,1,1,2,3,1,2,2,1955,67,4,1,1,2,4,2,1,2,41,4,2,1,5,12,3,2,2,2,2,1,2,2,1,1,4,6,2,7,10,1,06:25.1,23:09.7,23:09.0,0.809845209,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,__NA__,2,2,2,2,2,2,2,2,2,2,6,5,3,"that if anybody can get it right, they should be able to.",3,2,3,2,3,2,1,3,0,2,1,4,1,4,0,4,0,3,3,3,3,3,3,3,3,3,50,51,4,2,3,2,3,0.164897065,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,0.080644604,0.03698436,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
23,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,1,brown vs board of education,gideon vs wainright,us vs nixon,roe vs wade,miranda vs arizona,,,,,,2,2,2,2,2,2,2,2,2,1,1,.,2,2,"it has fallen due to the trump presidency, but i remain hopeful that the rule of law will continue to be upheld.",1,3,1,3,3,2,2,2,2,4,2,5,1,2,3,4,3,2,3,10,90,2,1,1,5,1,2,1,1,1,1,2,1,1,2,1957,65,4,1,1,2,5,3,5,2,1,3,1,2,5,6,2,2,2,2,2,1,2,2,1,2,3,6,2,1,1,2,03:35.2,24:40.2,24:39.6,0.762088239,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,2,1,brown vs board of education,gideon vs wainright,us vs nixon,roe vs wade,miranda vs arizona,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,"it has fallen due to the trump presidency, but i remain hopeful that the rule of law will continue to be upheld.",3,1,3,1,3,2,1,2,1,2,1,4,1,2,1,5,0,5,2,1,2,3,3,2,4,3,10,90,2,1,1,1,2,-0.363324354,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-0.351412078,0.713559124,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
24,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,OK,,,,,,,,,,1,1,2,2,1,1,2,1,2,1,2,.,2,4,OK,1,1,1,1,2,2,2,2,2,2,4,4,2,2,1,2,2,1,2,77,68,2,2,2,2,3,4,2,2,2,.,.,1,1,1,1999,23,1,2,2,2,5,3,6,2,34,1,2,2,.,8,2,2,2,2,1,2,1,2,2,1,2,2,2,2,11,1,05:07.8,24:47.8,24:47.6,0.939333022,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,OK,,,,,,,,,,1,1,2,2,1,1,2,1,2,1,2,2,4,OK,2,1,1,1,1,2,1,2,1,2,1,2,0,4,0,4,0,3,2,2,2,2,2,1,2,1,77,68,2,2,2,3,4,1.196925806,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.097859457,0.243059786,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
25,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,1,roe vs wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,3,8,.,.,.,liberal leftist socialist,2,2,2,2,.,1,2,2,2,4,2,4,2,4,2,3,3,2,3,60,30,5,2,3,5,2,3,1,1,1,6,2,1,2,1,1956,67,4,5,4,2,6,4,1,2,29,2,3,1,5,3,1,2,2,2,2,1,2,2,1,2,1,6,1,1,1,2,04:22.4,25:44.0,25:40.2,0.579533041,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,roe vs wade,,,,,,,,,,1,2,2,2,2,2,2,2,2,3,8,.,.,liberal leftist socialist,.,2,2,2,2,2,1,2,1,2,1,4,1,2,1,4,0,5,1,2,4,3,3,2,3,2,60,30,5,2,3,2,3,1.205372122,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1.305385284,-0.680169712,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
26,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,1,Roe v Wade,Marbury v Madison,Schenck v US,Miranda v Arizona,Obergefell v. HodgesLoving v Virgina,Obergefell v Hodges,Planned Parenthood v CaseyCasey,New Youk Times v US,Plessey v Ferguson,Dred Scott v Sandford,2,2,2,2,1,2,1,2,2,3,3,.,.,.,"It used to be the most sacred, unassailable branch of the government, but since Trump's election, it too has become a a perversion.",1,3,1,4,.,1,2,2,2,4,2,6,2,2,3,4,5,4,2,40,70,3,5,1,1,2,3,1,1,2,.,.,1,1,2,1978,44,2,1,1,2,5,3,3,2,36,1,1,1,1,11,3,2,1,1,1,2,2,2,1,1,2,5,2,5,2,2,03:35.7,26:17.7,26:14.7,0.937364817,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,Roe v Wade,Marbury v Madison,Schenck v US,Miranda v Arizona,Obergefell v. HodgesLoving v Virgina,Obergefell v Hodges,Planned Parenthood v CaseyCasey,New Youk Times v US,Plessey v Ferguson,Dred Scott v Sandford,2,2,2,2,1,2,1,2,2,3,3,.,.,"It used to be the most sacred, unassailable branch of the government, but since Trump's election, it too has become a a perversion.",.,1,3,1,4,2,1,2,1,2,1,4,1,2,1,6,1,6,1,2,2,5,2,4,4,3,40,70,3,5,1,2,3,-1.090500919,-2.264832212,-1.391541714,-1.90720615,0.458629514,0.396524876,0.567392542,1.02302088,1.610674371,1.325471936,0.241280611,1,1,2,1,1,2,2,2,2,2,1,1,2,2,-1.182780418,-0.532791384,-2.22635818,-1.361137539,-1.86246528,0.40726229,0.344904031,0.506889043,0.937006137,1.496297585,1.220613575,0.195049165
