,q1a,q2a,q1b,q2b,q3a,q4a,q3b,q4b,q5a,q6a,q5b,q6b,q7a,q8a,q7b,q8b,q9a,q10a,q9b,q10b,q11a,q12a,q11b,q12b,q13a,q14a,q13b,q14b,q15a,q16a,q15b,q16b,q17a,q18a,q17b,q18b,q19a,q20a,q19b,q20b,q21a,q22a,q21b,q22b,q23a,q24a,q23b,q24b,q41a,q42a,q41b,q42b,q43a,q44a,q43b,q44b,q38,q25,q26,q27,q28,q29,q39,q40,q30,q31,q32,q33,q34,q35,q36,q45,q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bor.gain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight,gayadoption_per,gayadoption_court,acatax_per,acatax_court,acasev_per,acasev_court,azprovballot_per,azprovballot_court,azcollectballot_per,azcollectballot_court,donors_per,donors_court,schoolspeech_per,schoolspeech_court,juvcrime_per,juvcrime_court,databases_per,databases_court,ncaa_per,ncaa_court,covidchurch_per,covidchurch_court,unions_per,unions_court,agencies_per,agencies_court,warrants_per,warrants_court,justice_selection,justice_selection_correct,justice_term,justice_term_correct,last_say,last_say_correct,current_chief,current_chief_correct,most_recent,most_recent_correct,gop_appt,gop_appt_correct,total_correct,typical_votes,partisan_effect,diffuse2,diffuse3,diffuse1,diffuse4,diffuse5,ideology_perso.l,ideology_court,courtexpand,courttermlimits,polinterest,ideology3,ideology5,pid3_recoded,ideal,ideal_sotomayor,ideal_kagan,ideal_breyer,ideal_roberts,ideal_kava.ugh,ideal_barrett,ideal_gorsuch,ideal_alito,ideal_thomas,ideal_courtmajority,gayadoption_scotus,acatax_scotus,acasev_scotus,azprovballot_scotus,azcollectballot_scotus,donors_scotus,schoolspeech_scotus,juvcrime_scotus,databases_scotus,ncaa_scotus,covidchurch_scotus,unions_scotus,agencies_scotus,warrants_scotus,idealg,perception,idealg_sotomayor,idealg_kagan,idealg_breyer,idealg_roberts,idealg_kava.ugh,idealg_barrett,idealg_gorsuch,idealg_alito,idealg_thomas,idealg_courtmajority
24,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,5,2,2,2,4,5,6,1,4,4,5,1,5,14,88,1,1,1,5,1,1,1,1,4,3,1,1,1,1994,26,1,1,1,5,3,1,2,6,4,1,2,1,1,1,.,.,.,.,1,.,.,1,2,4,6,2,6,10,1,15:10.9,32:37.4,32:36.5,1415642441,0.672567189,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,4,1,5,1,6,0,5,5,1,4,5,4,1,5,14,88,1,1,1,1,1,3,-2.280948365,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-2.146072689,-1.384282023,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
25,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,4,5,5,2,4,3,2,3,2,99,51,5,4,1,5,3,5,1,1,2,7,1,2,2,1939,81,4,1,1,6,4,4,2,37,3,2,1,5,97,4,.,.,.,1,.,.,.,1,2,1,2,1,1,1,1,19:05.6,32:41.5,32:36.8,1414951401,0.98644954,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,5,1,5,0,5,2,2,3,2,4,3,2,99,51,5,4,1,3,5,2,2.242633463,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,2.131638722,2.167685866,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
26,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,2,3,4,4,9,1,5,1,4,3,5,.,.,5,3,1,1,1,1,1,1,5,8,2,6,1,1984,37,2,1,1,5,3,1,1,32,4,1,1,.,9,2,1,1,2,2,2,2,1,2,2,1,5,2,1,6,1,29:13.9,33:25.1,33:21.8,1415665545,1.599668503,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,0,2,1,3,0,4,1,4,0,9,0,2,1,1,1,4,5,3,5,.,.,5,3,1,1,1,3,-0.682949414,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.727617967,-0.125393486,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
27,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,4,2,2,2,4,5,7,3,4,4,2,5,2,17,77,1,1,1,3,1,2,1,1,1,1,1,1,1,1952,68,4,1,1,6,4,4,2,6,4,1,2,5,3,1,.,.,.,.,1,.,.,1,1,1,1,2,1,1,1,18:07.6,33:32.0,33:31.3,1414636279,0.731184304,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,4,1,5,1,7,0,5,4,3,4,2,4,5,2,17,77,1,1,1,1,2,1,-0.767293108,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.839532394,0.371093152,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
28,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,4,2,2,2,4,5,6,1,2,4,2,2,2,7,84,1,1,1,3,1,1,1,1,1,1,1,1,2,1960,60,3,1,1,5,3,1,2,6,4,4,1,3,13,3,.,.,.,1,.,.,.,1,2,4,5,2,6,11,1,21:13.4,33:38.8,33:33.8,1415364753,0.706007361,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,4,1,4,2,2,2,2,7,84,1,1,1,1,1,1,-2.048717208,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.971293891,0.954390313,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
29,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,4,2,2,2,4,5,6,1,4,5,1,2,1,1,100,1,2,1,5,1,1,1,1,3,4,1,4,1,1999,22,1,6,4,5,3,6,2,42,1,2,1,.,14,3,.,.,.,.,1,.,.,1,1,3,5,2,6,2,1,23:03.9,33:40.1,33:40.0,1414978399,1.398465395,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,4,1,5,1,6,0,5,4,1,5,1,4,2,1,1,100,1,2,1,1,1,3,-1.842814996,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.728610777,0.390681044,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
30,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,5,2,2,2,4,5,5,3,3,4,2,3,4,35,77,1,1,1,3,1,2,1,1,3,3,1,1,1,1956,65,4,7,4,5,3,1,2,39,2,2,1,3,8,2,.,.,.,.,1,1,2,2,1,3,5,2,2,12,1,16:56.4,33:42.6,33:39.1,1415035447,0.868437469,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,4,1,5,1,5,0,5,5,3,4,2,3,3,4,35,77,1,1,1,1,2,3,-0.961666113,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.034265674,-1.042395659,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
31,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,4,1,1,2,2,1,6,3,2,3,3,3,2,65,86,2,1,2,5,2,3,1,1,1,1,1,1,2,1968,52,3,1,1,3,2,3,2,17,2,4,1,1,3,1,2,2,2,2,1,2,2,1,2,2,4,2,6,2,2,21:54.6,33:47.2,33:41.2,1415604281,0.65647167,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,0,1,0,2,1,2,0,1,0,6,0,1,4,3,3,3,2,3,2,65,86,2,1,2,2,3,1,-0.353084462,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.389645393,-0.651777816,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
32,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,2,2,4,4,5,2,4,2,2,1,3,1,75,2,2,1,1,1,1,1,1,3,3,1,1,2,1958,62,3,1,1,3,2,1,2,41,4,4,1,5,8,2,.,.,.,1,.,.,1,.,2,2,3,1,1,1,1,20:42.7,34:36.8,34:30.2,1415439619,0.657185435,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,4,1,4,0,5,0,4,2,2,2,2,4,1,3,1,75,2,2,1,1,1,3,-0.160503468,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.234837219,-0.306377918,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
33,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,2,4,5,6,3,5,2,3,5,5,99,60,5,5,1,5,3,5,1,1,2,7,1,2,1,1985,36,2,1,1,3,2,1,1,37,3,3,1,6,6,2,.,.,1,.,.,.,.,1,2,1,5,1,3,1,2,24:10.3,34:52.2,34:49.3,1415506635,0.748938918,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,5,3,2,3,5,5,5,99,60,5,5,1,3,5,2,2.105109115,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,2.034607059,2.025028118,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
34,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,2,4,4,5,4,5,2,4,4,4,100,55,5,2,1,4,3,5,1,1,2,7,1,2,1,1951,70,4,1,1,6,4,1,2,32,4,2,1,5,10,3,.,.,.,1,.,.,.,1,1,2,4,2,6,5,2,16:41.1,34:58.0,34:57.3,1414899677,0.701277733,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,4,0,5,0,4,5,4,2,4,5,4,4,100,55,5,2,1,3,5,2,1.330266841,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.460806028,1.467182816,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
35,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,4,2,2,3,4,5,6,1,5,5,4,3,5,50,50,5,1,1,5,2,3,1,1,3,3,1,1,2,1958,63,3,1,1,5,3,3,2,8,4,2,1,3,10,3,.,.,.,1,.,.,.,1,2,4,6,2,7,10,2,18:05.3,35:06.4,35:02.4,1415544067,0.706007361,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,0,4,1,5,1,6,0,4,4,1,5,4,5,3,5,50,50,5,1,1,2,3,3,-0.709038858,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.755758035,-0.772630499,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
36,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,5,2,2,2,4,5,6,1,3,3,1,3,3,0,76,2,2,1,3,1,1,1,1,1,1,1,1,2,1975,45,3,1,1,5,3,6,2,37,3,2,1,1,13,3,.,.,.,.,1,.,.,1,1,4,6,2,7,9,1,23:38.8,35:12.6,35:09.0,1415544189,0.650808096,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,4,1,5,1,6,0,5,5,1,3,1,3,3,3,0,76,2,2,1,1,1,1,-1.620664075,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.569893009,0.555948501,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
37,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,5,2,2,2,4,5,6,1,2,5,1,1,3,1,74,1,1,1,3,1,1,1,1,1,1,1,1,2,1939,81,4,1,1,4,2,1,2,6,4,3,1,5,5,1,.,.,.,1,.,.,.,1,2,4,6,2,7,9,1,22:58.3,35:14.3,35:11.1,1415599797,0.750115454,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,1,4,1,5,1,6,0,5,5,1,5,1,2,1,3,1,74,1,1,1,1,1,1,-2.00809052,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.905917641,-0.187171155,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
38,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,5,2,2,2,4,5,5,2,5,2,5,5,4,3,66,4,2,1,5,1,1,1,1,1,1,1,1,2,1971,49,3,1,1,5,3,1,1,27,2,1,1,7,11,3,.,.,.,.,1,.,.,1,1,4,6,2,7,9,1,27:05.1,35:20.2,35:16.7,1415519323,0.705240548,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,4,1,5,1,5,0,5,5,2,2,5,5,5,4,3,66,4,2,1,1,1,1,-2.052807728,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-1.951701918,-1.935334258,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
39,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,4,2,2,2,4,5,5,2,3,2,1,3,4,51,51,4,2,2,5,2,3,1,1,2,6,2,6,1,1983,37,2,7,4,6,4,1,1,17,2,2,2,.,12,3,2,2,2,2,1,2,2,1,1,1,2,1,3,2,2,22:10.6,35:53.4,35:52.5,1415630149,1.205580115,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,4,1,5,1,5,0,5,4,2,2,1,3,3,4,51,51,4,2,2,2,3,2,-0.186843347,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.247984324,-0.911133241,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
40,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,3,2,1,3,2,5,9,2,2,2,3,.,2,100,67,3,3,2,2,3,5,1,1,2,7,1,2,2,1954,67,4,1,1,3,2,1,2,48,3,2,1,5,6,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,22:10.8,35:52.4,35:48.8,1414952463,1.167969942,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,3,0,2,0,5,1,9,0,2,3,2,2,3,2,.,2,100,67,3,3,2,3,5,2,0.101320331,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.162751902,0.153547015,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
41,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,.,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,5,2,2,2,4,5,6,3,5,3,4,5,5,100,51,5,5,1,5,3,5,1,1,4,4,1,2,1,1960,61,3,7,4,5,3,1,2,12,3,4,1,1,97,4,.,.,.,1,.,.,.,1,2,3,5,2,6,11,2,21:49.8,35:56.2,35:55.6,1415630307,0.981914401,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,.,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,4,1,5,1,6,0,5,5,3,3,4,5,5,5,100,51,5,5,1,3,5,3,1.880861298,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.943387181,1.629784814,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
42,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,3,1,1,2,4,5,4,4,3,2,5,3,3,100,100,3,3,3,1,3,5,2,2,2,7,2,6,2,1956,65,4,1,1,4,2,3,2,45,3,1,2,5,2,1,2,2,2,2,1,2,2,1,2,1,3,1,1,1,2,18:26.9,35:56.3,35:55.5,1414897637,0.774434507,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,0,2,1,4,1,5,1,4,1,4,3,4,2,5,3,3,3,100,100,3,3,3,3,5,2,1.148806537,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.180835248,1.201449549,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
43,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,4,1,2,2,4,5,5,1,1,5,1,1,1,8,100,1,1,1,1,1,2,1,1,1,1,1,1,2,1960,60,3,1,1,2,1,1,2,6,4,4,1,7,11,3,2,2,2,2,1,.,.,1,2,4,6,2,7,12,2,19:32.2,36:32.1,36:28.4,1415648587,0.79155004,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,0,2,1,2,1,4,1,5,1,5,0,4,4,1,5,1,1,1,1,8,100,1,1,1,1,2,1,-0.786027382,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,-0.797914451,0.504442214,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
44,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,2,4,5,5,5,5,2,4,4,4,93,52,4,4,2,5,3,5,1,1,2,7,1,2,1,1946,74,4,1,1,5,3,1,2,6,4,4,1,5,8,2,.,1,1,.,.,2,2,1,2,1,5,1,1,1,2,25:17.6,36:37.5,36:31.6,1414870139,0.648828208,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,4,1,5,1,5,0,5,5,5,2,4,5,4,4,93,52,4,4,2,3,5,2,0.929084765,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.018341577,1.001043639,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
45,2,1,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,3,2,2,1,3,4,1,4,2,1,5,4,1,.,.,3,2,4,3,4,6,1,1,5,4,2,6,1,1986,34,2,1,1,5,3,1,2,35,4,3,1,.,10,3,.,.,.,.,1,2,1,2,1,2,2,2,3,1,1,25:09.0,36:46.9,36:46.2,1415033215,1.599668503,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,0,3,0,4,0,1,0,2,3,4,1,5,2,4,1,.,.,3,2,4,4,6,3,0.126787425,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,0.062609923,-0.36892542,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
46,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,5,2,2,2,4,5,6,3,5,3,2,2,2,88,88,5,2,1,4,3,4,1,1,2,7,1,2,2,1965,55,3,1,1,4,2,1,2,4,4,4,1,4,1,1,2,2,2,1,2,2,2,1,2,2,3,1,1,1,2,17:14.0,36:57.9,36:51.9,1415644265,0.8212412,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,4,1,5,1,6,0,5,5,3,3,2,5,2,2,88,88,5,2,1,3,4,2,1.385868884,-2.309779132,-0.904149642,-1.220202739,0.809439639,0.841899886,1.268704531,1.565957745,2.170776998,1.487742608,0.795181088,2,.,.,2,2,1,2,2,2,2,1,2,1,2,1.359062881,1.344275298,-2.319915372,-0.898972127,-1.229719584,0.756784992,0.781021132,1.182720466,1.479517738,2.06510876,1.406736232,0.732328104
